qseqid,sseqid,slen,qlen,length,s_cov,scov_filt,qcov,qcov_filt,pident,p_ident_cutoff,evalue,score,qstart,qend,sstart,send,gaps,positive
373153.SPD_0863,DEG10580174,155,155,155,1,yes,1,yes,83.226,no,2.19E-96,700,1,155,1,155,0,141
373153.SPD_0864,DEG10050454,286,286,282,0.986013986,yes,0.986013986,yes,58.511,no,4.86E-130,949,3,284,4,285,0,218
373153.SPD_0865,DEG10070156,317,317,317,1,yes,1,yes,100,yes,0,1678,1,317,1,317,0,317
373153.SPD_0866,DEG10070157,600,600,600,1,yes,1,yes,100,yes,0,3187,1,600,1,600,0,600
373153.SPD_0867,DEG10560328,277,237,66,0.238267148,no,0.278481013,no,37.879,no,3.36E-07,116,68,133,109,173,1,38
373153.SPD_0868,DEG10470096,286,313,295,1.031468531,yes,0.942492013,no,34.576,no,3.86E-35,321,1,295,1,273,22,166
373153.SPD_0870,DEG10470182,203,206,186,0.916256158,no,0.902912621,no,29.57,no,1.86E-17,186,3,187,5,185,6,90
373153.SPD_0871,DEG10150221,158,160,124,0.784810127,no,0.775,no,26.613,no,8.80E-07,106,37,159,36,154,6,64
373153.SPD_0872,DEG10580072,280,280,280,1,yes,1,yes,69.643,no,4.92E-136,987,1,280,1,280,0,232
373153.SPD_0873,DEG10440065,156,266,36,0.230769231,no,0.135338346,no,30.556,no,1.9,62,78,113,105,140,0,18
373153.SPD_0874,DEG10070055,459,459,459,1,yes,1,yes,98.911,yes,0,2363,1,459,1,459,0,455
373153.SPD_0875,DEG10600304,149,181,95,0.637583893,no,0.524861878,no,30.526,no,0.006,79,51,144,12,102,5,47
373153.SPD_0876,DEG10650056,306,104,25,0.081699346,no,0.240384615,no,52,no,0.91,60,1,24,117,141,1,19
373153.SPD_0877,DEG10420248,229,230,229,1,yes,0.995652174,yes,67.686,no,1.68E-105,776,1,229,1,229,0,187
373153.SPD_0878,DEG10540130,171,163,170,0.994152047,yes,1.042944785,yes,75.882,no,4.16E-78,583,1,163,1,170,7,146
373153.SPD_0879,DEG10210192,1462,196,88,0.060191518,no,0.448979592,no,37.5,no,1.33E-12,157,7,93,424,511,1,53
373153.SPD_0880,DEG10680215,241,587,137,0.56846473,no,0.233390119,no,29.927,no,4.07E-06,112,338,470,7,138,9,71
373153.SPD_0883,DEG10660260,403,66,42,0.104218362,no,0.636363636,no,35.714,no,2.7,53,14,55,280,321,0,24
373153.SPD_0884,DEG10670042,1401,134,98,0.069950036,no,0.731343284,no,29.592,no,0.83,63,36,124,484,571,19,52
373153.SPD_0885,DEG10080040,240,235,234,0.975,yes,0.995744681,yes,32.051,no,1.14E-36,322,7,235,16,239,15,136
373153.SPD_0886,DEG10050531,156,185,125,0.801282051,no,0.675675676,no,35.2,no,1.35E-26,244,48,172,21,145,0,73
373153.SPD_0887,DEG10470053,471,463,468,0.993630573,yes,1.010799136,yes,38.034,no,1.19E-106,830,2,463,3,459,17,286
373153.SPD_0888,DEG10070158,311,305,305,0.980707395,yes,1,yes,100,yes,0,1617,1,305,7,311,0,305
373153.SPD_0889,DEG10200147,185,853,87,0.47027027,no,0.101992966,no,28.736,no,0.67,71,755,835,2,82,12,39
373153.SPD_0890,DEG10590069,693,1039,88,0.126984127,no,0.084696824,no,28.409,no,1.6,71,86,163,28,115,10,41
373153.SPD_0893,DEG10350137,1124,209,86,0.076512456,no,0.411483254,no,32.558,no,2.7,62,129,202,622,707,12,39
373153.SPD_0893,DEG10350137,1124,209,82,0.072953737,no,0.392344498,no,34.146,no,3.1,61,133,202,528,609,12,40
373153.SPD_0893,DEG10350137,1124,209,82,0.072953737,no,0.392344498,no,34.146,no,3.1,61,133,202,668,749,12,40
373153.SPD_0893,DEG10350137,1124,209,171,0.152135231,no,0.818181818,no,26.901,no,5.9,59,48,202,371,525,32,74
373153.SPD_0893,DEG10350137,1124,209,82,0.072953737,no,0.392344498,no,34.146,no,7.6,58,133,202,710,791,12,39
373153.SPD_0894,DEG10050484,412,406,402,0.975728155,yes,0.990147783,yes,45.274,no,2.43E-117,890,6,405,10,409,4,256
373153.SPD_0895,DEG10620255,307,364,306,0.996742671,yes,0.840659341,no,34.641,no,8.84E-57,473,2,291,4,304,21,171
373153.SPD_0896,DEG10580328,121,125,124,1.024793388,yes,0.992,yes,61.29,no,6.67E-49,382,1,124,1,121,3,97
373153.SPD_0900,DEG10580096,358,358,358,1,yes,1,yes,91.341,no,0,1758,1,358,1,358,0,343
373153.SPD_0901,DEG10010140,290,311,275,0.948275862,no,0.884244373,no,46.909,no,1.64E-87,672,11,283,6,279,3,180
373153.SPD_0902,DEG10580184,457,457,457,1,yes,1,yes,85.558,no,0,2061,1,457,1,457,0,426
373153.SPD_0903,DEG10170180,61,60,55,0.901639344,no,0.916666667,no,47.273,no,9.70E-12,126,1,55,1,55,0,34
373153.SPD_0904,DEG10580117,193,199,189,0.979274611,yes,0.949748744,no,82.011,no,7.02E-117,844,1,189,1,189,0,172
373153.SPD_0905,DEG10180607,148,159,60,0.405405405,no,0.377358491,no,30,no,0.024,74,81,140,66,122,3,30
373153.SPD_0906,DEG10070056,359,359,359,1,yes,1,yes,99.443,yes,0,1879,1,359,1,359,0,358
373153.SPD_0907,DEG10440090,206,279,205,0.995145631,yes,0.734767025,no,43.415,no,6.49E-48,398,72,274,1,200,7,121
373153.SPD_0908,DEG10380136,196,200,196,1,yes,0.98,yes,66.327,no,2.20E-97,716,2,197,1,196,0,164
373153.SPD_0909,DEG10570348,148,143,107,0.722972973,no,0.748251748,no,31.776,no,6.71E-08,113,31,134,34,138,5,50
373153.SPD_0910,DEG10010253,415,418,409,0.985542169,yes,0.9784689,yes,63.081,no,0,1350,10,418,6,412,2,315
373153.SPD_0911,DEG10230059,202,335,95,0.47029703,no,0.28358209,no,25.263,no,4.6,61,85,168,60,154,11,34
373153.SPD_0912,DEG10480049,246,204,43,0.174796748,no,0.210784314,no,37.209,no,0.48,67,59,99,158,200,2,25
373153.SPD_0915,DEG10330157,318,341,276,0.867924528,no,0.809384164,no,24.638,no,2.54E-08,128,47,309,38,299,27,121
373153.SPD_0916,DEG10330158,335,335,303,0.904477612,no,0.904477612,no,36.964,no,4.27E-55,462,29,330,30,329,4,179
373153.SPD_0917,DEG10560129,330,335,306,0.927272727,no,0.913432836,no,33.66,no,3.72E-33,312,37,334,30,330,13,175
373153.SPD_0918,DEG10470055,273,264,258,0.945054945,no,0.977272727,yes,48.837,no,1.70E-96,725,2,259,3,260,0,191
373153.SPD_0919,DEG10500209,290,51,32,0.110344828,no,0.62745098,no,31.25,no,0.34,58,20,51,171,202,0,20
373153.SPD_0920,DEG10590217,521,53,32,0.061420345,no,0.603773585,no,37.5,no,1.6,53,12,43,432,463,0,18
373153.SPD_0921,DEG10560408,508,559,547,1.076771654,yes,0.978533095,yes,23.035,no,1.06E-08,136,7,508,3,498,96,226
373153.SPD_0924,DEG10340018,941,271,178,0.189160468,no,0.656826568,no,25.843,no,0.24,72,86,246,643,813,24,74
373153.SPD_0925,DEG10420130,496,284,82,0.165322581,no,0.288732394,no,28.049,no,0.86,67,84,163,171,251,3,37
373153.SPD_0926,DEG10650020,315,294,295,0.936507937,no,1.003401361,yes,33.22,no,1.79E-39,351,2,289,3,293,11,158
373153.SPD_0928,DEG10550001,519,105,30,0.057803468,no,0.285714286,no,40,no,0.91,60,20,49,347,376,0,20
373153.SPD_0929,DEG10320081,522,93,67,0.12835249,no,0.720430108,no,25.373,no,0.88,59,12,78,301,351,16,29
373153.SPD_0930,DEG10600298,76,158,55,0.723684211,no,0.348101266,no,36.364,no,2.70E-07,106,1,55,13,67,0,34
373153.SPD_0931,DEG10050261,414,253,111,0.268115942,no,0.438735178,no,27.027,no,0.017,80,28,134,205,306,13,54
373153.SPD_0932,DEG10120260,290,258,96,0.331034483,no,0.372093023,no,29.167,no,4.7,60,119,196,143,236,20,41
373153.SPD_0933,DEG10440108,212,150,112,0.528301887,no,0.746666667,no,27.679,no,0.28,66,24,130,92,188,20,54
373153.SPD_0934,DEG10470286,488,119,78,0.159836066,no,0.655462185,no,26.923,no,0.65,62,20,86,360,437,11,39
373153.SPD_0935,DEG10140053,929,109,27,0.029063509,no,0.247706422,no,48.148,no,0.34,64,13,39,573,599,0,17
373153.SPD_0936,DEG10660154,287,205,49,0.170731707,no,0.23902439,no,30.612,no,0.77,65,116,163,131,174,6,29
373153.SPD_0939,DEG10600285,89,284,63,0.707865169,no,0.221830986,no,34.921,no,1.74E-04,90,1,62,8,70,1,36
373153.SPD_0950,DEG10400253,460,403,330,0.717391304,no,0.818858561,no,21.818,no,2.31E-06,115,52,350,101,412,49,143
373153.SPD_0952,DEG10070057,409,409,409,1,yes,1,yes,99.756,yes,0,2076,1,409,1,409,0,409
373153.SPD_0953,DEG10580073,898,898,898,1,yes,1,yes,71.492,no,0,3420,1,898,1,898,0,759
373153.SPD_0954,DEG10580192,333,344,335,1.006006006,yes,0.973837209,yes,59.104,no,1.81E-130,963,11,344,2,333,4,251
373153.SPD_0955,DEG10580191,288,288,288,1,yes,1,yes,72.917,no,7.10E-150,1080,1,288,1,288,0,249
373153.SPD_0956,DEG10580190,252,252,252,1,yes,1,yes,73.413,no,3.44E-139,1002,1,252,1,252,0,219
373153.SPD_0957,DEG10070161,591,586,586,0.991539763,yes,1,yes,100,yes,0,3156,1,586,6,591,0,586
373153.SPD_0958,DEG10070162,369,369,369,1,yes,1,yes,100,yes,0,1917,1,369,1,369,0,369
373153.SPD_0959,DEG10100246,115,109,105,0.913043478,no,0.963302752,yes,39.048,no,5.10E-20,190,1,103,1,105,2,61
373153.SPD_0960,DEG10380062,332,374,234,0.704819277,no,0.625668449,no,26.068,no,1.18E-21,232,79,307,45,270,13,115
373153.SPD_0961,DEG10070163,441,441,441,1,yes,1,yes,100,yes,0,2345,1,441,1,441,0,441
373153.SPD_0962,DEG10180226,119,58,43,0.361344538,no,0.74137931,no,44.186,no,5.81E-04,77,9,48,19,60,4,29
373153.SPD_0964,DEG10070058,434,436,434,1,yes,0.995412844,yes,99.309,yes,0,2260,3,436,1,434,0,432
373153.SPD_0965,DEG10580102,54,52,44,0.814814815,no,0.846153846,no,84.091,no,5.53E-22,192,1,44,1,44,0,39
373153.SPD_0967,DEG10070059,419,419,419,1,yes,1,yes,100,yes,0,2170,1,419,1,419,0,419
373153.SPD_0968,DEG10180243,179,183,79,0.441340782,no,0.431693989,no,29.114,no,1.76E-07,114,76,154,74,152,0,46
373153.SPD_0969,DEG10070220,141,425,107,0.758865248,no,0.251764706,no,25.234,no,6.60E-04,90,302,408,6,112,0,48
373153.SPD_0970,DEG10070164,286,286,286,1,yes,1,yes,100,yes,0,1528,1,286,1,286,0,286
373153.SPD_0971,DEG10230118,164,132,22,0.134146341,no,0.166666667,no,59.091,no,5.7,55,61,82,124,144,1,16
373153.SPD_0972,DEG10520307,248,129,47,0.189516129,no,0.364341085,no,31.915,no,0.91,61,81,127,67,112,1,23
373153.SPD_0973,DEG10580098,759,763,763,1.005270092,yes,1,yes,80.472,no,0,3230,1,762,1,758,6,686
373153.SPD_0974,DEG10660077,261,229,242,0.927203065,no,1.056768559,yes,31.818,no,6.89E-26,250,2,222,3,237,28,110
373153.SPD_0975,DEG10070165,231,226,226,0.978354978,yes,1,yes,100,yes,3.31E-166,1174,1,226,6,231,0,226
373153.SPD_0976,DEG10580350,212,213,209,0.985849057,yes,0.981220657,yes,78.469,no,2.39E-121,876,3,211,4,211,1,191
373153.SPD_0977,DEG10580132,67,83,67,1,yes,0.807228916,no,47.761,no,1.32E-15,154,13,78,1,67,1,43
373153.SPD_0978,DEG10510082,591,115,60,0.101522843,no,0.52173913,no,33.333,no,2.1,58,46,104,463,522,1,28
373153.SPD_0979,DEG10070166,371,371,371,1,yes,1,yes,100,yes,0,1962,1,371,1,371,0,371
373153.SPD_0980,DEG10210006,321,319,317,0.987538941,yes,0.993730408,yes,55.205,no,5.50E-116,864,6,318,5,321,4,231
373153.SPD_0981,DEG10330167,784,189,37,0.047193878,no,0.195767196,no,37.838,no,2.3,62,36,70,116,152,2,23
373153.SPD_0982,DEG10070060,223,223,223,1,yes,1,yes,100,yes,1.94E-166,1175,1,223,1,223,0,223
373153.SPD_0983,DEG10070061,272,272,272,1,yes,1,yes,100,yes,0,1434,1,272,1,272,0,272
373153.SPD_0984,DEG10050080,324,298,278,0.858024691,no,0.932885906,no,36.691,no,6.46E-42,369,49,298,43,316,32,143
373153.SPD_0985,DEG10650128,328,324,331,1.009146341,yes,1.021604938,yes,56.193,no,3.94E-124,918,2,323,3,328,14,235
373153.SPD_0989,DEG10420215,104,104,104,1,yes,1,yes,92.308,no,2.66E-63,473,1,104,1,104,0,100
373153.SPD_0990,DEG10650070,106,114,107,1.009433962,yes,0.938596491,no,24.299,no,2.33E-07,105,1,107,1,102,5,52
373153.SPD_0991,DEG10420214,97,97,97,1,yes,1,yes,95.876,yes,1.24E-64,480,1,97,1,97,0,94
373153.SPD_0992,DEG10470295,1120,56,25,0.022321429,no,0.446428571,no,44,no,2.2,53,10,34,173,197,0,17
373153.SPD_0994,DEG10210100,310,305,305,0.983870968,yes,1,yes,57.377,no,7.37E-131,959,1,305,1,305,0,232
373153.SPD_0996,DEG10060266,295,279,297,1.006779661,yes,1.064516129,yes,25.589,no,1.10E-12,160,1,273,1,288,33,141
373153.SPD_0997,DEG10070062,91,91,91,1,yes,1,yes,100,yes,4.91E-60,449,1,91,1,91,0,91
373153.SPD_0998,DEG10470024,659,633,640,0.971168437,yes,1.011058452,yes,53.281,no,0,1706,1,629,19,657,12,445
373153.SPD_0999,DEG10550475,353,287,49,0.138810198,no,0.170731707,no,24.49,no,0.92,67,192,240,27,75,0,25
373153.SPD_1000,DEG10400253,460,392,333,0.723913043,no,0.849489796,no,24.625,no,1.71E-08,132,37,336,86,409,42,150
373153.SPD_1001,DEG10070167,652,652,652,1,yes,1,yes,100,yes,0,3445,1,652,1,652,0,652
373153.SPD_1002,DEG10470235,852,759,620,0.727699531,no,0.816864295,no,39.032,no,4.44E-132,1058,115,727,220,805,41,352
373153.SPD_1004,DEG10420144,475,474,475,1,yes,1.002109705,yes,73.684,no,0,1876,1,474,1,475,1,409
373153.SPD_1005,DEG10590163,731,642,617,0.844049248,no,0.96105919,yes,40.519,no,2.12E-158,1215,7,615,115,725,14,338
373153.SPD_1006,DEG10030336,405,380,383,0.945679012,no,1.007894737,yes,38.381,no,7.68E-85,671,5,359,4,383,31,216
373153.SPD_1007,DEG10030336,405,379,397,0.980246914,yes,1.047493404,yes,22.922,no,7.80E-25,258,19,373,17,403,52,183
373153.SPD_1008,DEG10470432,476,477,478,1.004201681,yes,1.002096436,yes,46.234,no,4.74E-157,1166,1,476,1,475,5,315
373153.SPD_1010,DEG10350485,6094,148,59,0.009681654,no,0.398648649,no,30.508,no,0.091,71,59,117,1261,1316,3,35
373153.SPD_1011,DEG10050042,378,371,374,0.989417989,yes,1.008086253,yes,39.572,no,7.04E-64,527,1,366,1,373,9,200
373153.SPD_1012,DEG10070168,434,434,434,1,yes,1,yes,100,yes,0,2272,1,434,1,434,0,434
373153.SPD_1015,DEG10210130,1093,1099,1097,1.003659652,yes,0.998180164,yes,57.156,no,0,3121,9,1099,1,1093,10,779
373153.SPD_1016,DEG10580104,1216,1216,1223,1.005756579,yes,1.005756579,yes,52.085,no,0,3175,6,1216,6,1214,26,857
373153.SPD_1017,DEG10230130,315,392,140,0.444444444,no,0.357142857,no,21.429,no,0.13,75,185,319,48,183,9,66
373153.SPD_1018,DEG10340272,1141,1963,145,0.127081507,no,0.073866531,no,27.586,no,0.49,78,1369,1500,683,813,27,68
373153.SPD_1019,DEG10070063,283,283,283,1,yes,1,yes,99.647,yes,0,1482,1,283,1,283,0,283
373153.SPD_1020,DEG10050385,197,259,188,0.954314721,yes,0.725868726,no,48.404,no,5.26E-54,436,65,250,4,191,2,124
373153.SPD_1021,DEG10050203,125,516,68,0.544,no,0.131782946,no,33.824,no,4.13E-04,91,335,402,8,70,5,39
373153.SPD_1024,DEG10580247,329,329,329,1,yes,1,yes,65.957,no,5.62E-167,1201,1,329,1,329,0,268
373153.SPD_1025,DEG10580248,586,561,580,0.989761092,yes,1.033868093,yes,58.276,no,0,1693,1,561,7,585,20,447
373153.SPD_1026,DEG10460248,440,347,300,0.681818182,no,0.864553314,no,40.333,no,8.39E-69,563,52,346,143,439,8,179
373153.SPD_1027,DEG10580249,331,330,328,0.990936556,yes,0.993939394,yes,72.256,no,4.48E-178,1274,2,329,3,330,0,281
373153.SPD_1028,DEG10400488,342,322,320,0.935672515,no,0.99378882,yes,35.938,no,3.30E-72,576,10,322,23,341,8,183
373153.SPD_1029,DEG10470129,452,453,448,0.991150442,yes,0.988962472,yes,40.179,no,4.23E-110,850,1,447,1,448,1,278
373153.SPD_1030,DEG10470336,428,422,422,0.985981308,yes,1,yes,42.891,no,5.17E-102,791,3,421,4,422,6,245
373153.SPD_1031,DEG10470057,140,154,97,0.692857143,no,0.62987013,no,32.99,no,5.02E-05,93,16,106,19,107,14,51
373153.SPD_1032,DEG10440083,205,217,194,0.946341463,no,0.894009217,no,56.701,no,1.84E-71,548,25,215,8,201,3,133
373153.SPD_1033,DEG10440098,702,215,67,0.095441595,no,0.311627907,no,35.821,no,0.66,67,61,119,210,265,19,33
373153.SPD_1034,DEG10540070,175,237,100,0.571428571,no,0.421940928,no,31,no,4.40E-05,98,105,202,52,139,14,48
373153.SPD_1035,DEG10130161,438,52,26,0.059360731,no,0.5,no,46.154,no,0.069,63,4,29,356,381,0,18
373153.SPD_1038,DEG10340223,409,816,78,0.190709046,no,0.095588235,no,28.205,no,7.5,64,69,146,191,267,1,37
373153.SPD_1039,DEG10420143,577,577,577,1,yes,1,yes,92.894,no,0,2858,1,577,1,577,0,559
373153.SPD_1040,DEG10070169,87,87,87,1,yes,1,yes,100,yes,3.01E-58,436,1,87,1,87,0,87
373153.SPD_1041,DEG10070170,78,72,72,0.923076923,no,1,yes,100,yes,2.36E-50,382,1,72,7,78,0,72
373153.SPD_1042,DEG10070171,719,719,719,1,yes,1,yes,100,yes,0,3865,1,719,1,719,0,719
373153.SPD_1043,DEG10210071,319,320,319,1,yes,0.996875,yes,93.73,no,0,1603,1,319,1,319,0,312
373153.SPD_1044,DEG10560783,259,253,239,0.922779923,no,0.944664032,no,32.636,no,2.20E-27,262,5,238,7,243,7,123
373153.SPD_1046,DEG10070143,98,468,84,0.857142857,no,0.179487179,no,39.286,no,2.18E-09,128,389,465,10,93,7,46
373153.SPD_1047,DEG10560657,452,563,460,1.017699115,yes,0.81705151,no,25.652,no,3.22E-27,284,1,430,1,451,39,216
373153.SPD_1048,DEG10180292,116,105,90,0.775862069,no,0.857142857,no,37.778,no,2.09E-15,159,13,102,24,113,0,58
373153.SPD_1049,DEG10580130,277,278,277,1,yes,0.996402878,yes,51.264,no,1.29E-106,793,1,277,1,277,0,210
373153.SPD_1050,DEG10080071,261,326,97,0.37164751,no,0.297546012,no,26.804,no,0.025,80,223,319,133,215,14,42
373153.SPD_1051,DEG10020059,306,309,266,0.869281046,no,0.860841424,no,35.338,no,1.30E-43,380,1,263,1,259,10,147
373153.SPD_1052,DEG10280130,152,171,145,0.953947368,yes,0.847953216,no,33.103,no,5.44E-23,218,3,147,5,148,1,85
373153.SPD_1053,DEG10020246,142,141,142,1,yes,1.007092199,yes,74.648,no,2.81E-72,539,1,140,1,141,3,121
373153.SPD_1057,DEG10180604,92,100,77,0.836956522,no,0.77,no,27.273,no,0.015,70,1,77,1,74,3,36
373153.SPD_1060,DEG10020174,607,607,607,1,yes,1,yes,73.97,no,0,2432,1,607,1,607,0,528
373153.SPD_1061,DEG10110111,216,242,190,0.87962963,no,0.785123967,no,26.316,no,1.44E-07,118,5,184,20,188,31,78
373153.SPD_1062,DEG10550128,558,555,566,1.014336918,yes,1.01981982,yes,32.686,no,2.06E-86,709,1,551,1,549,32,303
373153.SPD_1063,DEG10580339,141,143,143,1.014184397,yes,1,yes,48.951,no,6.01E-45,360,1,143,1,141,2,101
373153.SPD_1064,DEG10580212,273,271,273,1,yes,1.007380074,yes,78.022,no,1.11E-150,1082,1,271,1,272,3,236
373153.SPD_1065,DEG10580340,289,291,286,0.989619377,yes,0.982817869,yes,63.986,no,9.79E-130,948,6,291,5,289,1,224
373153.SPD_1066,DEG10580213,71,70,71,1,yes,1.014285714,yes,69.014,no,3.11E-26,223,1,70,1,71,1,59
373153.SPD_1067,DEG10470373,452,446,456,1.008849558,yes,1.022421525,yes,42.763,no,9.96E-120,914,1,446,1,448,18,299
373153.SPD_1068,DEG10050063,213,212,206,0.96713615,yes,0.971698113,yes,51.942,no,4.30E-74,566,6,207,7,212,4,144
373153.SPD_1070,DEG10050460,312,292,297,0.951923077,yes,1.017123288,yes,35.354,no,1.97E-49,418,1,290,11,300,14,156
373153.SPD_1072,DEG10060120,409,424,276,0.674816626,no,0.650943396,no,29.348,no,2.19E-12,164,86,339,71,329,39,137
373153.SPD_1075,DEG10120352,937,265,29,0.03094984,no,0.109433962,no,51.724,no,3.1,63,119,144,592,620,3,16
373153.SPD_1076,DEG10370128,249,247,246,0.987951807,yes,0.995951417,yes,55.691,no,1.72E-93,701,1,245,1,246,1,183
373153.SPD_1077,DEG10210120,826,822,819,0.991525424,yes,0.996350365,yes,87.79,no,0,3850,1,818,8,826,1,778
373153.SPD_1078,DEG10540009,328,328,328,1,yes,1,yes,88.415,no,0,1546,1,328,1,328,0,309
373153.SPD_1079,DEG10520100,451,1084,113,0.250554324,no,0.104243542,no,24.779,no,0.76,74,151,258,14,114,17,46
373153.SPD_1080,DEG10070156,317,623,139,0.438485804,no,0.223113965,no,27.338,no,0.7,71,441,574,37,163,17,65
373153.SPD_1081,DEG10180261,95,84,73,0.768421053,no,0.869047619,no,30.137,no,0.006,72,9,80,10,81,2,38
373153.SPD_1082,DEG10580194,73,100,77,1.054794521,yes,0.77,no,33.766,no,9.45E-09,111,21,97,1,73,4,44
373153.SPD_1083,DEG10020008,266,269,264,0.992481203,yes,0.981412639,yes,49.621,no,1.04E-92,700,6,269,5,266,2,181
373153.SPD_1084,DEG10580170,449,449,436,0.971046771,yes,0.971046771,yes,69.954,no,0,1632,1,436,1,436,0,363
373153.SPD_1085,DEG10070064,234,234,234,1,yes,1,yes,100,yes,1.22E-173,1224,1,234,1,234,0,234
373153.SPD_1086,DEG10050614,211,391,127,0.601895735,no,0.324808184,no,25.197,no,2.16E-06,112,42,160,28,147,15,55
373153.SPD_1087,DEG10580094,556,556,556,1,yes,1,yes,83.453,no,0,2416,1,556,1,556,0,509
373153.SPD_1088,DEG10380144,230,229,224,0.973913043,yes,0.978165939,yes,54.911,no,6.09E-87,654,1,224,3,226,0,163
373153.SPD_1089,DEG10070173,183,183,183,1,yes,1,yes,100,yes,1.99E-134,956,1,183,1,183,0,183
373153.SPD_1090,DEG10050213,272,187,91,0.334558824,no,0.486631016,no,29.67,no,0.13,71,56,142,129,211,12,36
373153.SPD_1091,DEG10470283,1115,175,40,0.035874439,no,0.228571429,no,22.5,no,1.4,63,109,148,1005,1044,0,23
373153.SPD_1093,DEG10640010,323,171,63,0.19504644,no,0.368421053,no,31.746,no,0.003,83,1,62,1,63,1,37
373153.SPD_1094,DEG10070032,169,162,126,0.74556213,no,0.777777778,no,29.365,no,3.49E-05,95,23,137,19,144,11,63
373153.SPD_1095,DEG10030610,178,187,107,0.601123596,no,0.572192513,no,25.234,no,2.60E-04,90,67,173,70,175,1,45
373153.SPD_1096,DEG10470459,658,662,655,0.995440729,yes,0.989425982,yes,68.397,no,0,2382,7,660,2,656,1,548
373153.SPD_1097,DEG10190122,275,317,84,0.305454545,no,0.264984227,no,26.19,no,2.7,63,118,201,39,119,3,39
373153.SPD_1098,DEG10580128,732,721,729,0.995901639,yes,1.0110957,yes,70.645,no,0,2638,1,718,1,729,11,605
373153.SPD_1099,DEG10580129,246,246,246,1,yes,1,yes,85.772,no,2.36E-159,1133,1,246,1,246,0,230
373153.SPD_1100,DEG10210139,486,495,485,0.997942387,yes,0.97979798,yes,83.711,no,0,2211,1,485,1,485,0,447
373153.SPD_1101,DEG10070065,429,425,429,1,yes,1.009411765,yes,94.639,no,0,1978,1,425,1,429,4,410
373153.SPD_1102,DEG10020241,285,272,296,1.038596491,yes,1.088235294,yes,27.703,no,6.40E-21,219,1,269,1,283,40,133
373153.SPD_1103,DEG10580145,269,264,263,0.977695167,yes,0.996212121,yes,38.403,no,7.37E-62,495,1,262,1,263,1,155
373153.SPD_1104,DEG10070066,1179,1179,1179,1,yes,1,yes,97.201,yes,0,5945,1,1179,1,1179,0,1162
373153.SPD_1105,DEG10580146,228,232,225,0.986842105,yes,0.969827586,yes,73.778,no,2.79E-122,886,1,225,1,225,0,196
373153.SPD_1107,DEG10080148,327,328,324,0.990825688,yes,0.987804878,yes,72.531,no,1.68E-177,1270,5,326,3,326,2,275
373153.SPD_1108,DEG10560961,454,438,75,0.165198238,no,0.171232877,no,26.667,no,2.9,65,158,226,363,434,9,39
373153.SPD_1109,DEG10680184,795,643,36,0.045283019,no,0.055987558,no,47.222,no,0.077,80,245,280,361,396,0,21
373153.SPD_1110,DEG10080102,75,53,29,0.386666667,no,0.547169811,no,44.828,no,0.66,54,24,51,26,54,1,18
373153.SPD_1111,DEG10070004,559,57,35,0.062611807,no,0.614035088,no,40,no,1.3,54,28,57,224,258,5,21
373153.SPD_1113,DEG10050349,200,119,118,0.59,no,0.991596639,yes,54.237,no,9.27E-36,301,2,116,81,198,3,79
373153.SPD_1117,DEG10220091,126,218,63,0.5,no,0.288990826,no,36.508,no,1.70E-04,91,157,218,44,106,1,36
373153.SPD_1118,DEG10180317,248,210,205,0.826612903,no,0.976190476,yes,33.659,no,1.01E-30,280,2,206,3,198,9,110
373153.SPD_1120,DEG10070067,699,695,694,0.992846924,yes,0.998561151,yes,99.712,yes,0,3728,1,694,1,694,0,693
373153.SPD_1122,DEG10320221,325,282,215,0.661538462,no,0.762411348,no,37.674,no,6.21E-32,299,54,264,71,279,10,119
373153.SPD_1123,DEG10470382,784,229,108,0.137755102,no,0.471615721,no,35.185,no,5.19E-14,170,1,105,1,108,3,63
373153.SPD_1124,DEG10080230,298,292,88,0.295302013,no,0.301369863,no,27.273,no,0.14,73,83,167,79,166,3,46
